,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,forum Q,forum A,office hour visits,dropout
13262,Y,third,89,10,B,86,43,B,71,C,77,C,F,A,3,7,2,N
13263,N,first,57,91,A,39,44,D,,,,,,,1,0,1,Y
13264,N,third,7,7,F,11,9,B,44,A,20,D,F,C,4,2,2,N
13265,N,first,17,28,F,57,34,C,45,C,68,D,C,D,15,15,4,N
13266,N,first,15,11,D,59,42,C,59,F,74,D,B,C,22,16,4,N
13267,Y,third,1,9,F,1,52,A,41,D,28,B,D,D,0,2,2,N
13268,N,first,13,11,F,47,37,D,76,C,99,A,B,C,28,15,4,N
13269,N,third,96,41,A,69,59,A,17,C,2,B,C,A,6,10,8,N
13270,Y,third,53,87,B,20,65,D,20,F,25,C,D,F,7,24,3,N
13271,N,first,12,78,F,59,17,D,5,D,94,C,B,D,12,7,2,N
13272,Y,first,84,39,A,51,2,A,72,C,71,A,A,C,15,3,4,N
13273,N,second,85,74,A,83,38,A,,,,,,,0,4,2,Y
13274,Y,third,3,2,F,12,18,A,35,A,23,C,A,A,0,1,2,N
13275,N,second,3,12,F,29,42,C,50,B,82,A,F,A,29,7,5,N
13276,N,third,5,12,B,5,51,B,48,B,29,B,D,C,2,3,2,N
13277,Y,first,12,5,D,,,,,,,,,,3,1,1,Y
13278,Y,third,34,6,B,50,53,B,87,C,14,D,A,A,8,7,1,N
13279,Y,second,12,68,C,10,37,A,34,F,,,,,3,0,0,Y
13280,Y,third,55,29,D,68,39,D,16,A,27,D,D,B,19,16,1,N
13281,N,third,57,29,A,72,65,A,61,F,,,,,11,4,1,Y
13282,Y,third,37,35,A,6,37,F,,,,,,,1,1,1,Y
13283,Y,second,8,59,B,72,41,A,4,C,22,C,B,F,6,6,3,Y
13284,N,first,43,90,A,12,90,C,5,F,49,A,A,F,9,17,2,N
13285,N,second,14,16,D,43,40,B,63,F,26,C,B,B,20,11,5,N
13286,N,third,62,12,F,77,20,B,41,B,15,D,C,A,5,18,6,N
13287,N,third,35,89,D,82,79,D,34,C,4,A,A,C,9,24,1,N
13288,N,first,84,53,C,38,99,A,58,C,43,B,A,C,16,8,2,N
13289,Y,third,42,97,A,98,38,F,33,D,86,B,A,D,9,5,3,N
13290,N,first,55,86,D,38,80,D,,,,,,,6,3,1,Y
13291,Y,second,68,73,C,64,55,B,33,A,55,C,F,F,4,3,4,N
13292,Y,first,85,23,C,27,34,A,61,C,74,C,F,A,3,21,9,N
13293,Y,third,63,32,A,51,30,C,21,F,21,F,A,B,8,5,2,N
13294,Y,first,73,92,D,55,56,C,38,B,37,A,F,C,8,7,1,N
13295,Y,second,68,55,C,22,56,B,61,D,8,A,C,C,17,12,1,N
13296,N,second,5,16,A,7,28,D,32,B,23,F,B,C,0,2,1,N
13297,N,second,18,12,F,24,48,F,73,C,32,A,B,C,29,11,7,N
13298,Y,third,60,52,F,50,42,A,84,C,93,A,A,A,6,7,5,N
13299,N,second,56,52,A,88,64,D,,,,,,,4,4,0,Y
13300,N,second,11,9,D,35,36,D,60,A,46,A,D,C,15,15,5,N
13301,Y,first,8,4,D,,,,,,,,,,1,0,0,Y
13302,Y,third,35,12,D,88,43,F,30,F,,,,,1,3,0,Y
13303,N,third,52,31,B,11,39,A,58,F,,,,,11,3,1,Y
13304,Y,third,28,57,B,69,32,C,8,D,51,A,C,F,14,6,3,N
13305,Y,first,7,5,D,,,,,,,,,,0,1,1,Y
13306,N,third,79,24,B,87,49,A,10,B,32,F,B,D,3,17,8,N
13307,Y,first,19,8,B,,,,,,,,,,0,0,1,Y
13308,Y,first,69,63,B,94,86,C,46,C,9,F,F,A,6,9,4,N
13309,N,third,55,51,A,78,8,C,,,,,,,4,4,0,Y
13310,Y,third,47,41,F,26,58,F,,,,,,,4,0,0,Y
13311,N,third,69,69,B,77,74,F,74,F,69,C,D,D,5,4,3,N
13312,N,first,11,7,F,28,37,D,60,B,81,A,B,B,21,5,8,N
13313,N,first,80,2,D,8,73,A,98,B,42,B,B,F,10,15,7,N
13314,Y,second,20,70,B,60,49,B,94,F,71,C,A,B,10,6,3,N
13315,Y,third,95,40,A,61,23,F,26,C,19,B,C,F,9,7,3,N
13316,Y,third,72,95,A,71,40,A,42,F,84,B,A,B,11,5,2,N
13317,Y,third,89,79,A,36,23,F,,,,,,,5,3,1,Y
13318,N,second,96,80,A,58,51,A,,,,,,,4,3,1,Y
13319,Y,third,74,12,B,63,30,C,49,C,47,D,D,B,8,2,2,N
13320,N,second,94,83,A,64,1,A,10,A,29,C,D,D,3,4,5,N
13321,N,second,7,1,A,11,52,D,32,A,27,B,F,A,1,3,2,N
13322,N,third,73,91,A,54,96,C,17,F,21,A,C,A,2,24,8,N
13323,N,second,82,68,A,16,44,F,5,A,82,A,D,F,9,18,5,N
13324,N,second,50,55,C,65,91,D,,,,,,,6,1,0,Y
13325,N,second,1,11,A,13,11,A,39,B,22,A,D,A,4,3,2,N
13326,N,third,21,34,B,,,,,,,,,,0,0,1,Y
13327,Y,second,47,59,A,85,56,F,24,F,12,C,F,C,4,13,3,N
13328,N,third,25,69,D,32,45,D,,,,,,,4,2,1,Y
13329,Y,third,39,11,F,59,6,B,59,F,,,,,6,1,0,Y
13330,N,first,86,60,A,50,71,D,,,,,,,7,2,0,Y
13331,Y,first,85,60,B,68,16,A,95,A,27,D,B,A,2,17,1,N
13332,N,third,11,2,D,30,31,D,56,B,72,C,B,C,28,8,6,N
13333,Y,third,90,98,F,75,64,B,59,A,26,D,F,F,13,5,3,N
13334,N,third,11,33,F,,,,,,,,,,2,1,0,Y
13335,Y,first,19,46,B,77,79,A,37,C,76,C,C,A,7,20,2,N
13336,N,first,50,57,D,88,63,D,,,,,,,3,1,0,Y
13337,N,first,55,99,C,46,79,F,,,,,,,3,2,1,Y
13338,Y,first,23,14,D,,,,,,,,,,1,0,0,Y
13339,Y,second,52,47,C,61,5,F,,,,,,,1,2,0,Y
13340,N,first,65,80,F,89,67,F,10,A,46,A,A,B,17,24,5,N
13341,Y,first,73,65,B,60,65,A,82,B,58,C,F,A,5,8,2,N
13342,N,third,57,21,B,61,98,A,24,D,73,A,F,F,2,8,5,N
13343,Y,first,43,50,D,22,7,D,,,,,,,3,0,0,Y
13344,Y,second,87,59,A,65,23,A,29,C,58,D,F,A,2,7,2,N
13345,Y,first,54,53,A,30,46,C,24,F,,,,,8,3,1,Y
13346,N,third,77,93,D,68,73,F,,,,,,,6,4,0,Y
13347,Y,third,15,85,B,63,39,F,10,D,24,D,B,F,14,6,3,Y
13348,Y,third,45,19,A,76,89,A,14,D,10,F,A,D,5,5,3,Y
13349,N,third,3,34,F,,,,,,,,,,6,1,1,Y
13350,N,first,76,82,B,77,66,D,57,F,98,F,A,B,8,7,1,N
13351,N,first,75,96,C,31,39,D,,,,,,,4,1,0,Y
13352,Y,second,9,37,B,70,71,D,11,D,24,D,F,C,1,2,0,Y
13353,Y,first,43,61,A,60,68,A,31,F,,,,,5,2,0,Y
13354,Y,third,22,45,C,40,45,C,28,C,9,C,A,F,10,2,0,Y
13355,N,third,8,14,F,,,,,,,,,,4,2,1,Y
13356,N,third,84,20,F,86,70,F,88,F,,,,,0,4,0,Y
13357,N,third,8,12,A,24,31,A,78,F,,,,,5,1,2,Y
13358,Y,first,36,37,C,29,13,F,,,,,,,2,0,0,Y
13359,Y,first,29,15,F,,,,,,,,,,0,0,0,Y
13360,Y,second,65,44,A,46,12,A,58,B,63,B,B,F,10,3,1,N
13361,N,third,7,37,F,,,,,,,,,,2,1,0,Y
13362,Y,first,5,4,D,10,21,F,37,D,0,D,F,D,13,4,1,Y
13363,Y,third,83,99,B,34,31,A,34,D,32,F,D,F,6,1,1,Y
13364,N,second,97,73,D,39,96,D,,,,,,,7,2,0,Y
13365,N,second,93,80,C,79,53,F,,,,,,,5,1,1,Y
13366,Y,first,26,50,F,87,70,B,92,D,85,A,A,A,15,6,3,N
13367,Y,third,2,12,A,5,57,F,39,F,29,A,F,D,2,2,2,N
13368,Y,third,15,6,F,,,,,,,,,,2,0,0,Y
13369,N,third,83,41,C,64,63,B,53,F,32,D,D,C,0,2,5,N
13370,Y,third,25,47,F,,,,,,,,,,2,0,1,Y
13371,Y,third,22,66,F,91,44,B,71,A,52,F,F,A,16,5,4,N
13372,Y,second,96,77,B,68,19,B,32,A,57,F,C,A,13,6,4,N
13373,Y,first,39,59,D,16,51,C,,,,,,,4,0,1,Y
13374,N,second,82,68,A,70,37,D,,,,,,,2,4,0,Y
13375,N,third,19,29,F,29,47,D,72,B,41,D,B,D,25,6,7,N
13376,N,third,9,3,B,7,45,C,44,D,29,A,B,B,0,1,1,N
13377,N,third,41,21,C,66,41,F,89,C,,,,,11,0,1,Y
13378,Y,third,9,10,A,3,24,C,36,D,21,D,C,C,3,3,2,N
13379,Y,third,89,47,C,69,37,F,35,F,43,C,F,A,2,6,4,N
13380,Y,third,1,17,B,67,28,B,80,A,75,A,B,D,2,14,8,N
13381,N,third,7,4,A,4,39,A,24,B,29,A,A,C,0,3,2,N
13382,Y,third,3,12,F,10,35,D,41,D,22,B,A,A,1,1,2,N
13383,Y,second,68,71,A,97,70,C,62,F,47,A,F,A,12,5,1,N
13384,Y,first,17,18,F,,,,,,,,,,2,1,1,Y
13385,Y,second,90,66,D,47,61,F,23,F,24,B,F,F,4,8,0,Y
13386,Y,second,40,99,A,75,6,A,10,C,22,B,D,F,9,22,4,N
13387,Y,first,67,47,C,1,26,C,24,F,25,D,F,F,0,8,1,Y
13388,Y,first,51,78,F,51,50,A,14,F,91,A,B,C,16,16,8,N
13389,Y,third,53,29,B,55,4,F,,,,,,,1,0,0,Y
13390,N,first,63,58,F,9,27,D,46,D,36,F,D,A,19,18,6,N
13391,Y,first,1,8,D,,,,,,,,,,2,0,1,Y
13392,Y,second,29,46,A,28,42,B,49,D,,,,,0,3,0,Y
13393,N,first,10,91,F,47,47,D,70,D,78,A,A,F,18,16,5,N
13394,Y,first,5,17,F,,,,,,,,,,0,0,1,Y
13395,Y,first,86,48,A,80,58,C,67,F,83,D,A,B,2,6,1,N
13396,Y,first,41,69,C,83,38,F,21,F,,,,,5,0,0,Y
13397,Y,third,33,80,D,16,80,F,16,F,52,B,C,A,15,22,8,N
13398,N,second,27,5,F,,,,,,,,,,3,2,0,Y
13399,Y,second,18,5,F,53,52,D,70,F,67,B,B,D,22,19,4,N
13400,N,second,92,70,D,67,37,A,32,F,23,A,A,A,5,6,2,N
13401,N,third,38,86,C,54,93,A,56,B,25,B,D,C,4,8,1,N
13402,Y,first,9,13,F,,,,,,,,,,1,1,1,Y
13403,N,second,7,35,F,,,,,,,,,,2,2,1,Y
13404,N,third,61,86,D,44,54,F,,,,,,,6,0,0,Y
13405,Y,first,48,93,A,35,3,A,0,D,58,D,C,D,4,2,0,Y
13406,Y,third,55,54,F,12,63,D,44,B,77,A,A,B,3,12,4,N
13407,N,third,30,59,D,28,47,C,,,,,,,5,0,2,Y
13408,Y,first,26,75,A,20,77,B,7,C,25,A,C,C,10,3,0,Y
13409,N,first,60,46,D,68,72,F,98,C,44,B,D,D,13,5,1,N
13410,Y,second,24,53,F,81,45,B,37,F,,,,,8,2,1,Y
13411,Y,first,25,57,D,41,24,F,,,,,,,0,1,1,Y
13412,Y,first,24,34,F,,,,,,,,,,2,0,0,Y
13413,Y,third,42,41,A,4,91,D,71,D,37,C,A,F,8,8,3,N
13414,Y,third,15,75,C,68,24,B,37,B,61,B,F,A,9,24,1,N
13415,N,third,77,18,C,96,37,F,34,D,40,C,B,C,15,5,8,N
13416,Y,third,77,47,A,56,59,D,17,C,67,F,C,C,16,7,5,N
13417,Y,first,8,27,D,36,31,D,49,C,93,C,A,B,23,3,7,N
13418,Y,third,12,1,A,46,11,C,40,A,9,A,C,A,7,1,4,N
13419,Y,third,42,61,D,54,43,B,74,A,87,B,F,A,14,3,4,N
13420,N,third,10,48,C,21,64,F,68,D,43,D,F,D,4,22,1,N
13421,Y,third,36,98,B,65,61,D,58,D,51,A,A,A,9,7,2,N
13422,Y,first,42,8,A,37,22,F,31,F,,,,,2,0,0,Y
13423,N,third,57,53,B,84,51,D,,,,,,,0,3,0,Y
13424,N,third,10,39,F,,,,,,,,,,3,2,1,Y
13425,N,first,55,91,A,32,43,D,,,,,,,7,3,1,Y
13426,Y,second,59,73,A,69,76,D,50,A,43,B,F,A,7,3,1,N
13427,Y,third,10,18,D,,,,,,,,,,0,1,1,Y
13428,Y,third,11,8,D,32,50,B,35,C,0,D,F,F,1,4,0,Y
13429,Y,first,38,77,C,70,62,F,39,F,59,A,F,F,15,6,3,N
13430,N,second,8,96,F,7,14,B,62,A,55,B,A,F,16,12,2,N
13431,Y,first,38,44,D,32,29,F,75,D,,,,,0,4,0,Y
13432,N,second,3,16,A,11,8,F,24,D,26,A,D,B,1,3,2,N
13433,Y,second,84,17,C,46,94,A,7,D,74,F,C,B,1,19,9,N
13434,Y,first,11,0,F,,,,,,,,,,1,0,1,Y
13435,N,first,15,27,D,38,34,D,87,C,75,B,D,C,3,17,7,N
13436,Y,first,45,55,D,32,12,D,,,,,,,1,1,1,Y
13437,N,third,8,12,A,95,69,F,61,F,,,,,8,0,2,Y
13438,N,third,55,70,D,87,28,D,,,,,,,4,3,2,Y
13439,N,second,71,7,D,49,72,C,77,A,47,B,D,A,16,14,9,N
13440,Y,second,38,74,A,88,61,B,5,F,59,D,F,A,16,6,2,N
13441,N,first,59,82,F,37,24,F,,,,,,,4,1,0,Y
13442,N,second,75,97,D,81,27,D,,,,,,,2,3,1,Y
13443,N,second,62,56,A,39,74,C,,,,,,,5,4,2,Y
13444,N,third,13,29,D,43,35,D,52,A,42,C,A,C,18,11,8,N
13445,N,third,16,9,F,,,,,,,,,,5,0,0,Y
13446,N,third,70,42,A,12,50,A,58,F,,,,,1,2,1,Y
13447,N,third,72,98,A,60,31,F,,,,,,,0,1,2,Y
13448,N,third,26,62,A,71,73,F,,,,,,,3,3,2,Y
13449,Y,third,13,60,A,86,20,C,1,A,81,F,A,A,13,5,4,N
13450,Y,first,31,36,A,66,49,B,47,D,58,B,F,D,2,7,2,N
13451,N,third,86,95,C,54,41,A,57,C,19,C,F,A,16,24,8,N
13452,Y,first,91,86,D,51,68,D,,,,,,,4,0,2,Y
13453,N,third,81,53,A,71,25,D,,,,,,,1,4,0,Y
13454,Y,third,2,11,F,27,53,C,53,B,59,A,F,C,26,3,4,N
13455,N,third,25,39,F,,,,,,,,,,5,2,1,Y
13456,N,third,81,87,A,74,8,A,78,F,86,A,C,D,6,10,1,N
13457,Y,third,42,46,D,26,22,F,,,,,,,3,1,1,Y
13458,N,third,83,73,B,61,4,F,24,D,64,B,B,A,11,22,4,N
13459,N,first,38,35,F,33,57,F,58,A,3,B,F,B,16,5,2,N
13460,N,second,93,51,A,46,67,F,19,D,36,C,B,A,12,10,5,N
13461,Y,first,93,61,C,7,53,D,49,B,38,F,F,F,12,1,2,Y
13462,Y,third,86,48,D,75,21,D,3,A,85,F,A,A,11,8,2,N
13463,Y,first,1,6,C,50,80,C,68,C,18,A,C,A,14,1,9,N
13464,N,third,60,65,C,23,7,F,,,,,,,5,2,1,Y
13465,Y,third,66,57,C,52,65,F,50,A,71,A,A,B,12,6,5,N
13466,N,third,63,89,B,53,11,A,56,A,33,B,B,C,8,2,3,N
13467,Y,first,59,57,F,57,53,B,21,F,72,C,F,A,5,7,2,N
13468,N,third,1,82,D,35,13,F,75,D,,,,,8,0,0,Y
13469,Y,second,14,71,A,47,56,F,83,D,49,D,C,F,3,5,0,Y
13470,Y,first,23,31,F,,,,,,,,,,4,1,1,Y
13471,Y,second,8,4,A,4,55,B,24,A,25,A,D,C,1,3,1,N
13472,Y,third,62,36,A,75,62,A,28,F,37,A,C,A,4,6,3,N
13473,N,third,60,57,D,87,91,A,98,C,34,F,A,A,6,22,1,N
13474,Y,second,65,61,C,69,51,B,29,F,84,C,F,A,13,3,4,N
13475,N,third,32,84,C,65,52,A,74,C,,,,,11,0,0,Y
13476,Y,third,88,67,A,70,94,F,,,,,,,5,4,0,Y
13477,Y,first,6,58,F,68,22,B,36,D,,,,,5,0,1,Y
13478,Y,first,10,7,F,,,,,,,,,,1,0,0,Y
13479,Y,first,42,57,B,15,54,F,,,,,,,1,1,1,Y
13480,N,second,12,24,D,49,42,C,65,B,68,B,B,B,13,6,7,N
13481,Y,second,67,82,B,51,40,F,87,F,,,,,3,4,1,Y
13482,Y,second,54,1,C,58,66,B,47,D,,,,,7,0,1,Y
13483,Y,third,39,47,A,18,39,C,,,,,,,0,1,1,Y
13484,N,first,50,74,A,41,93,F,,,,,,,0,2,1,Y
13485,N,second,94,91,A,74,59,D,28,D,84,A,D,A,4,3,2,N
13486,Y,second,19,2,F,,,,,,,,,,1,0,0,Y
13487,Y,third,38,33,A,33,36,A,61,C,3,F,A,D,14,11,3,N
13488,Y,first,30,0,C,61,59,A,34,A,39,A,F,B,11,6,3,N
13489,N,second,4,2,B,13,51,A,45,A,26,A,C,C,4,1,2,N
13490,N,third,46,51,D,68,73,D,,,,,,,3,1,2,Y
13491,N,second,51,82,F,13,23,F,9,F,80,F,A,A,8,12,5,N
13492,N,second,10,29,F,45,30,D,70,F,67,C,D,C,22,5,5,N
13493,N,third,25,54,A,54,66,F,,,,,,,1,4,2,Y
13494,Y,second,62,12,D,76,2,C,12,C,,,,,9,1,1,Y
13495,N,second,3,74,B,53,33,D,68,D,57,C,A,C,3,9,2,N
13496,N,second,23,14,B,,,,,,,,,,1,1,0,Y
13497,Y,second,91,59,B,86,12,A,92,B,65,F,F,A,0,6,7,N
13498,N,third,41,20,A,20,67,F,92,D,,,,,4,2,0,Y
13499,N,third,64,55,A,89,71,D,,,,,,,3,1,1,Y
13500,N,third,52,47,B,25,87,A,16,F,55,F,A,A,6,19,3,N
13501,Y,first,8,30,D,69,64,A,80,B,19,B,C,C,4,17,8,N
13502,Y,second,12,62,D,30,22,C,8,C,37,B,C,D,5,20,9,N
13503,Y,third,36,56,F,95,61,B,24,F,90,D,F,A,11,6,5,N
13504,Y,third,96,31,C,61,36,C,60,A,70,A,B,A,9,5,2,N
13505,Y,third,89,28,A,63,65,B,64,F,29,D,A,B,11,7,4,N
13506,N,third,1,21,B,,,,,,,,,,5,1,1,Y
13507,N,third,93,90,C,72,42,A,,,,,,,6,3,2,Y
13508,Y,first,63,27,A,36,71,A,58,C,19,D,B,C,1,5,2,Y
13509,Y,third,14,9,D,43,35,F,81,C,98,D,A,A,7,14,4,N
13510,Y,first,71,57,B,37,62,C,26,F,33,C,F,C,3,6,2,Y
13511,Y,third,75,82,A,83,76,C,75,C,76,A,F,B,12,5,2,N
13512,Y,first,36,58,B,48,6,F,,,,,,,1,1,1,Y
13513,Y,first,76,74,A,67,36,A,48,A,70,A,A,C,3,11,5,N
13514,Y,second,79,58,A,98,32,A,62,F,88,C,C,F,6,6,5,N
13515,Y,third,82,89,D,35,24,A,,,,,,,3,4,2,Y
13516,N,third,83,77,F,23,0,A,86,F,,,,,11,1,3,Y
13517,Y,third,44,37,A,55,63,F,43,F,65,D,F,D,6,5,4,N
13518,Y,third,52,50,A,8,60,C,38,D,,,,,8,1,1,Y
13519,N,second,61,85,F,31,58,F,,,,,,,3,2,1,Y
13520,Y,first,64,95,A,26,92,C,14,C,33,F,C,F,16,4,4,N
13521,Y,third,7,10,A,7,45,C,43,A,21,D,C,D,0,2,2,N
13522,Y,third,61,50,F,89,53,B,21,B,79,C,D,B,7,8,2,N
13523,Y,first,59,97,C,53,62,A,26,C,66,F,A,F,14,11,8,N
13524,N,third,34,68,B,74,48,F,,,,,,,2,0,2,Y
13525,N,third,54,81,F,89,37,C,66,F,,,,,8,3,1,Y
13526,Y,third,32,35,C,76,57,B,57,B,58,F,B,B,3,7,4,N
13527,Y,third,52,27,D,27,80,B,63,B,7,B,A,C,12,12,1,N
13528,N,third,8,16,A,5,12,A,26,F,26,A,C,D,1,2,2,N
13529,N,third,2,15,B,4,55,B,38,D,20,B,C,D,3,1,1,N
13530,Y,third,82,32,A,63,52,D,76,F,66,A,D,F,10,4,5,N
13531,N,third,73,13,F,79,70,F,23,C,64,D,A,C,12,23,2,N
13532,Y,second,4,1,B,,,,,,,,,,0,0,0,Y
13533,Y,second,21,38,D,28,10,D,,,,,,,3,0,1,Y
13534,Y,second,10,51,A,83,72,B,53,F,84,D,F,A,15,8,4,N
13535,N,second,19,28,F,35,54,D,77,A,39,B,C,B,26,7,8,N
13536,N,first,68,34,F,83,98,A,59,D,29,D,B,A,8,2,5,N
13537,Y,third,31,41,F,21,58,D,,,,,,,1,1,1,Y
13538,N,third,13,84,D,26,13,F,81,F,,,,,10,0,1,Y
13539,Y,first,50,51,A,55,28,B,9,C,65,A,C,F,14,10,7,N
13540,N,second,98,11,F,60,77,A,85,F,,,,,11,0,1,Y
13541,Y,third,63,76,B,73,79,A,3,A,1,F,F,D,4,4,2,Y
13542,Y,third,39,52,A,74,56,B,45,B,65,B,A,F,15,2,4,N
13543,N,first,78,83,C,9,11,F,24,C,19,B,F,A,6,5,7,N
13544,N,third,68,69,A,72,33,C,8,C,97,A,B,A,17,9,1,N
13545,N,third,76,94,F,78,58,F,,,,,,,6,3,0,Y
13546,Y,third,99,38,A,86,19,F,62,F,7,C,D,D,3,3,1,Y
13547,N,third,66,50,F,46,28,A,58,A,50,D,B,D,14,9,5,N
13548,Y,third,0,4,F,,,,,,,,,,1,0,0,Y
13549,N,third,7,9,F,,,,,,,,,,4,0,0,Y
13550,Y,first,79,75,A,23,32,F,55,D,,,,,5,0,1,Y
13551,N,second,29,51,A,78,5,A,84,C,,,,,0,2,1,Y
13552,N,second,77,97,A,47,17,C,30,C,95,F,F,C,16,6,5,N
13553,N,third,29,18,F,2,7,C,77,F,,,,,0,4,3,Y
13554,N,third,63,55,A,38,51,C,,,,,,,1,4,0,Y
13555,N,second,50,61,B,51,33,F,48,B,21,A,B,B,14,12,6,N
13556,N,third,50,77,F,18,19,B,63,C,,,,,3,1,2,Y
13557,N,second,26,27,F,,,,,,,,,,4,0,0,Y
13558,Y,first,31,56,F,74,43,C,98,D,65,C,F,B,16,9,5,N
13559,Y,second,75,19,B,13,49,A,82,C,66,A,A,A,11,7,5,N
13560,Y,third,45,61,A,95,66,C,57,B,88,B,A,A,15,6,3,N
13561,N,second,69,55,A,82,59,A,34,C,67,A,A,A,12,11,1,N
13562,N,first,65,49,B,46,62,A,90,F,14,A,A,A,14,4,8,N
13563,Y,third,11,4,D,44,8,A,25,D,,,,,1,3,1,Y
13564,Y,second,21,37,D,46,31,F,,,,,,,3,1,0,Y
13565,N,second,79,52,F,14,54,B,32,B,21,B,A,C,6,15,1,N
13566,Y,third,39,74,F,13,92,B,64,A,14,D,D,A,7,20,1,N
13567,Y,third,28,64,C,85,41,B,33,F,51,A,C,B,8,5,2,N
13568,N,third,4,13,B,7,46,F,24,A,26,A,C,D,2,3,2,N
13569,N,third,74,88,A,61,37,D,,,,,,,6,2,2,Y
13570,Y,third,69,49,B,83,22,B,77,A,67,B,F,C,8,3,3,N
13571,N,second,6,4,B,10,56,D,38,B,24,A,C,C,4,3,1,N
13572,N,third,12,38,F,,,,,,,,,,0,0,1,Y
13573,Y,third,67,83,A,22,24,F,57,D,,,,,6,1,1,Y
13574,N,third,96,60,C,71,65,D,,,,,,,6,2,2,Y
13575,Y,third,78,73,C,88,42,F,55,F,49,D,C,C,11,3,2,Y
13576,Y,third,98,1,A,52,55,B,65,F,81,B,A,A,7,6,3,N
13577,Y,third,4,22,F,39,17,F,21,D,53,C,F,C,16,3,6,N
13578,Y,second,21,35,B,48,40,D,,,,,,,4,1,0,Y
13579,Y,first,50,21,F,63,62,F,47,D,,,,,7,2,1,Y
13580,N,third,55,35,B,6,31,F,88,B,,,,,9,2,3,Y
13581,Y,first,19,7,D,,,,,,,,,,3,1,1,Y
13582,Y,third,96,25,F,1,99,A,88,B,49,A,A,A,13,15,2,N
13583,N,second,90,49,C,54,96,A,17,B,62,A,F,A,10,4,1,N
13584,Y,third,35,25,A,31,50,D,93,D,73,D,D,F,18,12,9,N
13585,N,second,2,8,A,10,31,F,46,A,20,F,C,D,0,1,1,N
13586,Y,third,23,22,C,,,,,,,,,,1,2,0,Y
13587,N,first,39,50,C,45,5,C,7,A,89,A,C,A,16,4,4,N
13588,Y,third,65,69,A,74,50,A,12,D,98,F,F,F,16,5,3,N
13589,Y,first,73,57,B,32,69,A,64,C,23,F,F,F,10,7,1,Y
13590,N,third,6,18,F,39,66,C,67,F,,,,,4,1,3,Y
13591,Y,third,52,55,D,26,36,C,56,C,,,,,0,1,0,Y
13592,Y,first,97,81,C,72,16,D,47,A,21,F,D,B,8,20,8,N
13593,N,third,65,9,F,81,69,B,34,D,22,B,C,F,4,17,8,N
13594,N,second,80,85,F,32,92,D,82,D,73,A,A,C,15,17,1,N
13595,N,third,24,92,A,80,75,A,59,F,,,,,8,4,3,Y
13596,Y,second,42,28,C,86,99,A,79,A,73,A,C,F,14,23,9,N
13597,Y,third,18,94,B,99,37,B,93,F,7,D,F,B,12,6,4,N
13598,N,third,7,19,F,20,46,D,81,B,59,A,C,D,25,6,8,N
13599,N,third,87,17,B,17,45,B,69,D,,,,,4,4,1,Y
13600,Y,first,72,29,D,53,23,F,43,A,76,A,A,C,4,6,2,N
13601,Y,second,46,65,B,89,87,F,66,A,75,F,D,D,17,14,7,N
13602,N,second,61,62,C,24,2,F,,,,,,,7,0,2,Y
13603,Y,second,2,38,D,80,14,C,42,A,20,D,D,A,18,16,6,N
13604,N,second,3,14,F,44,39,D,62,B,30,D,B,C,14,5,5,N
13605,Y,second,3,6,F,,,,,,,,,,1,1,0,Y
13606,Y,second,49,52,D,20,19,F,,,,,,,4,1,0,Y
13607,Y,first,0,3,F,,,,,,,,,,2,1,1,Y
13608,Y,third,26,75,A,84,57,D,70,B,58,F,D,A,6,8,5,N
13609,Y,third,33,77,D,33,94,B,88,C,35,A,D,A,18,12,4,N
13610,Y,third,56,63,A,65,53,A,28,B,59,F,F,B,5,8,2,N
13611,N,second,3,9,A,11,54,F,43,B,26,A,F,C,1,2,1,N
13612,Y,third,6,18,D,,,,,,,,,,0,1,0,Y
13613,Y,third,57,83,D,57,68,C,86,D,28,F,D,A,10,6,1,N
13614,N,second,2,6,F,,,,,,,,,,6,2,0,Y
13615,Y,third,19,27,D,,,,,,,,,,3,1,1,Y
13616,N,first,18,18,D,33,31,C,49,C,83,D,A,C,22,10,8,N
13617,Y,third,64,84,A,92,35,B,47,B,77,C,C,F,5,3,2,N
13618,N,second,8,10,D,49,30,D,56,D,78,A,C,C,5,6,4,N
13619,N,third,25,63,C,69,33,D,,,,,,,4,2,0,Y
13620,N,second,20,24,A,32,19,D,31,D,28,F,D,D,17,16,1,N
13621,N,third,12,44,F,96,81,D,65,D,9,A,C,D,4,9,6,N
13622,N,second,25,81,D,55,54,A,7,F,59,A,F,A,18,22,9,N
13623,Y,first,50,82,B,50,23,A,6,B,36,F,A,D,6,6,2,Y
13624,N,first,41,52,C,37,80,A,75,F,94,A,A,A,17,16,6,N
13625,N,second,83,22,B,53,49,D,42,A,78,C,C,B,12,15,4,N
13626,N,first,38,35,B,26,8,B,63,B,98,F,A,A,1,12,4,N
13627,Y,first,41,36,A,35,3,F,,,,,,,1,0,1,Y
13628,N,second,63,60,A,66,46,F,54,F,43,A,F,F,8,8,5,N
13629,Y,first,35,39,C,0,24,D,,,,,,,4,0,0,Y
13630,N,first,51,47,D,12,89,F,43,B,6,B,A,D,17,6,1,N
13631,Y,first,42,30,A,62,44,C,84,D,23,F,F,B,1,0,3,Y
13632,N,second,79,35,F,58,33,C,60,D,,,,,7,2,3,Y
